,playerId,playerName,minutes,fouls_commited,fouls_won,yc,rc,ycrc,minutes_90,fouls_per_90,cards,cards_per_fouls
0,1021586,Gabriel Martinelli,1866,24,20,1,0,1,20.733333333333334,1.157556270096463,3,0.125
1,1021929,Jacob Ramsey,2476,32,44,6,0,0,27.511111111111113,1.1631663974151858,6,0.1875
2,1029063,Michael Olise,1137,16,27,4,0,0,12.633333333333333,1.266490765171504,4,0.25
3,1077907,Brandon Williams,2123,23,44,8,0,0,23.58888888888889,0.9750353273669335,8,0.34782608695652173
4,1077975,Armando Broja,1978,29,26,2,0,0,21.977777777777778,1.319514661274014,2,0.06896551724137931
5,109491,Jay Rodriguez,1374,31,16,3,0,0,15.266666666666667,2.0305676855895194,3,0.0967741935483871
6,1120224,Tyrick Mitchell,3102,16,14,1,0,0,34.46666666666667,0.46421663442940037,1,0.0625
7,113836,Danny Welbeck,1477,17,13,0,0,0,16.41111111111111,1.0358835477318888,0,0.0
8,115067,Nemanja Matic,1382,26,3,3,0,0,15.355555555555556,1.6931982633863965,3,0.11538461538461539
9,127130,Jonjo Shelvey,1985,18,8,5,0,1,22.055555555555557,0.8161209068010075,7,0.3888888888888889
10,129915,Johann Berg Gudmundsson,1104,16,14,2,0,0,12.266666666666667,1.3043478260869565,2,0.125
11,146830,Joel Ward,2486,22,21,8,0,0,27.622222222222224,0.7964601769911505,8,0.36363636363636365
12,148302,Cheikhou Kouyaté,1978,29,21,3,0,0,21.977777777777778,1.319514661274014,3,0.10344827586206896
13,148315,Christian Benteke,1136,16,16,3,0,0,12.622222222222222,1.267605633802817,3,0.1875
14,150565,Pierre-Emerick Aubameyang,1039,15,8,3,0,0,11.544444444444444,1.2993262752646777,3,0.2
15,150591,Liam Cooper,1815,19,9,5,0,0,20.166666666666668,0.9421487603305785,5,0.2631578947368421
16,154280,Jordan Ayew,2023,38,66,2,0,0,22.477777777777778,1.6905585763717252,2,0.05263157894736842
17,155782,Aaron Cresswell,2728,14,10,3,0,0,30.31111111111111,0.4618768328445748,3,0.21428571428571427
18,156008,Jordan Henderson,2603,23,7,3,0,0,28.92222222222222,0.7952362658470995,3,0.13043478260869565
19,158545,Michail Antonio,2975,50,52,6,0,1,33.05555555555556,1.5126050420168067,8,0.16
20,159342,Mateusz Klich,2079,40,15,5,0,0,23.1,1.7316017316017316,5,0.125
21,160627,Cédric Soares,1485,15,6,3,0,0,16.5,0.9090909090909091,3,0.2
22,160713,Tom Cleverley,1623,28,19,2,0,0,18.033333333333335,1.5526802218114601,2,0.07142857142857142
23,167008,Pascal Gross,2043,15,6,1,0,0,22.7,0.6607929515418502,1,0.06666666666666667
24,169162,Craig Dawson,2754,39,12,4,1,0,30.6,1.2745098039215685,6,0.15384615384615385
25,169193,Alexandre Lacazette,1789,32,29,0,0,0,19.877777777777776,1.6098378982671884,0,0.0
26,169200,Kevin De Bruyne,2205,21,27,2,0,0,24.5,0.8571428571428571,2,0.09523809523809523
27,169719,Chris Wood,2705,33,17,1,0,0,30.055555555555557,1.097966728280961,1,0.030303030303030304
28,172949,Thiago Alcántara,1533,19,13,2,0,0,17.033333333333335,1.11545988258317,2,0.10526315789473684
29,174031,Pontus Jansson,3322,15,8,7,0,0,36.91111111111111,0.4063816977724262,7,0.4666666666666667
30,174325,Shane Duffy,1434,15,5,7,0,0,15.933333333333334,0.9414225941422594,7,0.4666666666666667
31,182223,Ashley Westwood,2289,29,22,7,0,0,25.433333333333334,1.1402359108781126,7,0.2413793103448276
32,184321,Callum Wilson,1388,27,22,4,0,0,15.422222222222222,1.7507204610951008,4,0.14814814814814814
33,185236,Joshua King,2249,43,21,5,0,0,24.988888888888887,1.7207647843485996,5,0.11627906976744186
34,188058,Daniel Burn,2462,26,6,8,0,0,27.355555555555554,0.950446791226645,8,0.3076923076923077
35,188652, Allan,2186,30,22,7,1,0,24.288888888888888,1.2351326623970724,9,0.3
36,189982,Fabian Schär,2161,24,11,4,0,0,24.011111111111113,0.9995372512725589,4,0.16666666666666666
37,190666,Luke Ayling,2275,22,19,4,1,0,25.27777777777778,0.8703296703296703,6,0.2727272727272727
38,190851,Kenny McLean,2706,16,38,3,0,0,30.066666666666666,0.532150776053215,3,0.1875
39,191175,Adam Forshaw,1529,26,15,5,0,0,16.988888888888887,1.5304120340091565,5,0.19230769230769232
40,193869, Rodrigo,2270,21,30,9,0,0,25.22222222222222,0.8325991189427313,9,0.42857142857142855
41,194165,Harry Kane,3232,42,54,5,0,0,35.91111111111111,1.1695544554455446,5,0.11904761904761904
42,196169,Marcos Alonso,2172,25,28,8,0,0,24.133333333333333,1.0359116022099448,8,0.32
43,198510,Wilfried Zaha,2761,37,101,4,0,1,30.677777777777777,1.206084751901485,6,0.16216216216216217
44,201664,Nathan Redmond,1833,16,15,0,0,0,20.366666666666667,0.7855973813420621,0,0.0
45,202180,Grant Hanley,2899,22,22,2,0,0,32.21111111111111,0.6829941359089342,2,0.09090909090909091
46,207236,Granit Xhaka,2331,29,19,10,1,0,25.9,1.1196911196911197,12,0.41379310344827586
47,210111,Lucas Digne,2442,33,25,6,0,0,27.133333333333333,1.2162162162162162,6,0.18181818181818182
48,210128,Nampalys Mendy,1033,17,18,3,0,0,11.477777777777778,1.4811229428848016,3,0.17647058823529413
49,212470,Oriol Romeu,2895,46,24,9,0,0,32.166666666666664,1.4300518134715028,9,0.1956521739130435
50,212867,Heung-Min Son,3019,14,36,2,0,0,33.544444444444444,0.41735674064259687,2,0.14285714285714285
51,214426,Danny Ings,1904,16,12,4,0,0,21.155555555555555,0.7563025210084033,4,0.25
52,214570,Jeffrey Schlupp,1846,26,22,1,0,0,20.511111111111113,1.2676056338028168,1,0.038461538461538464
53,215299,Lucas Moura,1772,20,37,4,0,0,19.68888888888889,1.0158013544018059,4,0.2
54,23354,Ashley Young,1240,16,33,2,0,0,13.777777777777779,1.161290322580645,2,0.125
55,239219,Mateo Kovacic,1556,24,20,4,0,0,17.288888888888888,1.3881748071979436,4,0.16666666666666666
56,243138,James Tarkowski,3107,30,19,11,0,0,34.522222222222226,0.8690054715159317,11,0.36666666666666664
57,246575,Raheem Sterling,2127,19,37,1,0,0,23.633333333333333,0.8039492242595204,1,0.05263157894736842
58,247761,Conor Coady,3363,20,1,5,0,0,37.36666666666667,0.5352363960749331,5,0.25
59,248453,Paul Pogba,1354,39,29,7,1,0,15.044444444444444,2.5923190546528803,9,0.23076923076923078
60,255610,Harry Maguire,2514,21,19,7,0,1,27.933333333333334,0.7517899761336515,9,0.42857142857142855
61,258269,Victor Nilsson Lindelöf,2355,19,6,4,0,0,26.166666666666668,0.7261146496815286,4,0.21052631578947367
62,259306,Emil Krafth,1635,22,11,5,0,0,18.166666666666668,1.2110091743119265,5,0.22727272727272727
63,261936,Mohamed Elyounoussi,2042,28,18,4,0,0,22.68888888888889,1.2340842311459352,4,0.14285714285714285
64,266146,Stuart Dallas,2922,33,30,5,0,0,32.46666666666667,1.0164271047227926,5,0.15151515151515152
65,266520,Christian Nørgaard,3059,56,33,8,0,0,33.98888888888889,1.6475972540045767,8,0.14285714285714285
66,266523,Pierre-Emile Højbjerg,3198,28,39,3,0,0,35.53333333333333,0.7879924953095685,3,0.10714285714285714
67,276121,Ben Davies,2539,31,18,6,0,0,28.211111111111112,1.0988578180385977,6,0.1935483870967742
68,276738,Antonio Rüdiger,3035,35,12,9,0,0,33.72222222222222,1.0378912685337727,9,0.2571428571428571
69,279489,Jamaal Lascelles,2055,17,4,5,0,0,22.833333333333332,0.7445255474452556,5,0.29411764705882354
70,279490,James Ward-Prowse,3217,22,15,3,1,0,35.74444444444445,0.615480261112838,5,0.22727272727272727
71,282775, Jorginho,2278,30,38,5,0,0,25.31111111111111,1.1852502194907815,5,0.16666666666666666
72,28901,James McArthur,1436,24,20,4,0,0,15.955555555555556,1.5041782729805013,4,0.16666666666666666
73,289137,Charlie Taylor,2730,17,43,3,0,0,30.333333333333332,0.5604395604395604,3,0.17647058823529413
74,290410,Michael Keane,2792,16,7,2,0,1,31.022222222222222,0.5157593123209169,4,0.25
75,292313,Raul Jiménez,2637,43,48,5,0,2,29.3,1.4675767918088738,9,0.20930232558139536
76,292678,Romain Saiss,2708,30,15,6,0,0,30.08888888888889,0.9970457902511078,6,0.2
77,295067,Will Hughes,1058,18,17,6,0,0,11.755555555555556,1.5311909262759924,6,0.3333333333333333
78,303339,Sadio Mané,2824,50,50,5,0,0,31.377777777777776,1.593484419263456,5,0.1
79,303346,Adam Webster,1431,16,4,5,0,0,15.9,1.0062893081761006,5,0.3125
80,304014,Fernando Marcal,1453,29,9,3,0,0,16.144444444444446,1.7962835512732276,3,0.10344827586206896
81,304455,Joel Veltman,2881,39,38,6,0,0,32.01111111111111,1.218326969802152,6,0.15384615384615385
82,307317,Vladimir Coufal,2211,29,15,3,0,1,24.566666666666666,1.180461329715061,5,0.1724137931034483
83,30893,Cristiano Ronaldo,2458,16,18,8,0,0,27.31111111111111,0.5858421480878764,8,0.5
84,30895,Aaron Lennon,1548,19,20,2,0,0,17.2,1.1046511627906976,2,0.10526315789473684
85,312765,Jack Grealish,1917,17,55,3,0,0,21.3,0.7981220657276995,3,0.17647058823529413
86,318615,Leandro Trossard,2810,24,26,2,0,0,31.22222222222222,0.7686832740213523,2,0.08333333333333333
87,319300,N'Golo Kanté,1778,22,11,2,0,0,19.755555555555556,1.1136107986501687,2,0.09090909090909091
88,322049, Fred,2035,31,30,5,0,0,22.61111111111111,1.3710073710073711,5,0.16129032258064516
89,351999,Wout Weghorst,1457,30,18,3,0,0,16.18888888888889,1.8531228551818804,3,0.1
90,352887,Abdoulaye Doucouré,2538,39,16,6,0,0,28.2,1.3829787234042554,6,0.15384615384615385
91,356406,John McGinn,3092,57,80,8,0,0,34.355555555555554,1.6591203104786547,8,0.14035087719298245
92,357880,Andrew Robertson,2541,19,9,5,1,0,28.233333333333334,0.6729634002361274,7,0.3684210526315789
93,359188, Fabinho,2316,40,28,7,0,0,25.733333333333334,1.5544041450777202,7,0.175
94,360559,Hakim Ziyech,1315,24,29,3,0,0,14.61111111111111,1.6425855513307985,3,0.125
95,361757,Joao Cancelo,3228,34,26,7,0,0,35.86666666666667,0.9479553903345724,7,0.20588235294117646
96,362694,Luke Shaw,1602,32,16,8,0,0,17.8,1.797752808988764,8,0.25
97,37549,Joao Moutinho,2975,36,15,4,0,0,33.05555555555556,1.0890756302521007,4,0.1111111111111111
98,391064,Neal Maupay,2275,33,31,7,0,0,25.27777777777778,1.3054945054945055,7,0.21212121212121213
99,408987,Ivan Toney,2908,50,80,8,0,0,32.31111111111111,1.5474552957359011,8,0.16
100,411617,Aymeric Laporte,2834,14,10,5,1,0,31.488888888888887,0.4446012702893437,7,0.5
101,416850,Solly March,1739,31,20,1,0,0,19.322222222222223,1.604370327774583,1,0.03225806451612903
102,419664,Tyrone Mings,3188,27,24,11,0,0,35.422222222222224,0.7622333751568381,11,0.4074074074074074
103,420568,Diego Llorente,2343,23,21,7,0,0,26.033333333333335,0.8834827144686299,7,0.30434782608695654
104,422685,Bruno Fernandes,3118,33,47,10,0,0,34.644444444444446,0.9525336754329699,10,0.30303030303030304
105,426880,Maxwel Cornet,1776,20,20,2,0,0,19.733333333333334,1.0135135135135134,2,0.1
106,428672,Alex Telles,1660,23,9,1,0,0,18.444444444444443,1.246987951807229,1,0.043478260869565216
107,43248,Jonny Evans,1350,15,11,3,0,0,15.0,1.0,3,0.2
108,434325,Thomas Partey,2032,33,17,5,0,0,22.57777777777778,1.4616141732283463,5,0.15151515151515152
109,436036,Daniel Amartey,2119,14,8,4,0,0,23.544444444444444,0.5946201038225578,4,0.2857142857142857
110,439105,Mathias Normann,1652,37,28,6,0,0,18.355555555555554,2.0157384987893465,6,0.16216216216216217
111,442277,Miguel Almiron,1720,17,25,2,0,0,19.11111111111111,0.8895348837209303,2,0.11764705882352941
112,453324, Samir,1675,17,16,4,0,0,18.61111111111111,0.9134328358208955,4,0.23529411764705882
113,46008,Jack Cork,1676,31,10,4,0,0,18.622222222222224,1.6646778042959427,4,0.12903225806451613
114,465750,Timothy Castagne,2126,15,7,1,0,0,23.622222222222224,0.6349952963311383,1,0.06666666666666667
115,465960,Youri Tielemans,2633,32,36,3,0,0,29.255555555555556,1.0938093429548044,3,0.09375
116,466482,Allan Saint-Maximin,2809,22,48,6,0,0,31.211111111111112,0.704877180491278,6,0.2727272727272727
117,470834,Nélson Semedo,2137,23,24,1,0,0,23.744444444444444,0.9686476368741226,1,0.043478260869565216
118,488139,Bernardo Silva,2859,30,33,6,0,0,31.766666666666666,0.944386149003148,6,0.2
119,488415,Hassane Kamara,1625,24,16,3,0,1,18.055555555555557,1.3292307692307692,5,0.20833333333333334
120,489627,Isaac Hayden,1002,14,8,5,0,0,11.133333333333333,1.25748502994012,5,0.35714285714285715
121,490868,Jan Bednarek,2631,30,15,10,0,0,29.233333333333334,1.0262257696693273,10,0.3333333333333333
122,493165,James Maddison,2466,22,64,3,0,0,27.4,0.8029197080291971,3,0.13636363636363635
123,494597,Josh Brownhill,2953,39,20,10,0,0,32.81111111111111,1.1886217406027768,10,0.2564102564102564
124,500502,Adam Masina,1076,14,4,0,0,0,11.955555555555556,1.1710037174721188,0,0.0
125,503659,Joachim Andersen,2915,19,8,4,0,0,32.388888888888886,0.5866209262435678,4,0.21052631578947367
126,508889,Naby Keita,1173,21,9,3,0,0,13.033333333333333,1.6112531969309463,3,0.14285714285714285
127,521148,Jacob Murphy,1459,16,14,4,0,0,16.211111111111112,0.9869773817683344,4,0.25
128,523825,Jarrod Bowen,2987,25,43,6,0,0,33.18888888888889,0.7532641446267158,6,0.24
129,524437,Tomas Soucek,3062,39,18,3,0,0,34.022222222222226,1.1463096015676029,3,0.07692307692307693
130,533228,Wilfred Ndidi,1619,30,22,4,0,0,17.988888888888887,1.6676961087090798,4,0.13333333333333333
131,534670,Martin Ødegaard,2791,27,20,4,0,0,31.011111111111113,0.8706556789681117,4,0.14814814814814814
132,534684,Ruben Neves,2662,25,12,9,0,0,29.57777777777778,0.845229151014275,9,0.36
133,535936, Joelinton,2558,64,33,8,0,0,28.42222222222222,2.251759186864738,8,0.125
134,538112,Matt Targett,2873,24,23,3,0,0,31.92222222222222,0.7518273581621998,3,0.125
135,540088,Ollie Watkins,2955,33,39,7,0,0,32.833333333333336,1.0050761421319796,7,0.21212121212121213
136,562892,Rico Henry,2784,20,27,2,0,0,30.933333333333334,0.646551724137931,2,0.1
137,570461,Diogo Jota,2372,41,40,3,0,0,26.355555555555554,1.5556492411467118,3,0.07317073170731707
138,576165,Gabriel Jesus,1878,26,26,1,0,0,20.866666666666667,1.2460063897763578,1,0.038461538461538464
139,599353,Che Adams,2041,29,40,0,0,0,22.677777777777777,1.2787849093581578,0,0.0
140,602261,Caglar Söyüncü,2498,24,14,5,0,0,27.755555555555556,0.8646917534027222,5,0.20833333333333334
141,603329,Mason Holgate,2133,26,15,7,1,0,23.7,1.0970464135021096,9,0.34615384615384615
142,604785,Alex Iwobi,2037,16,6,1,0,0,22.633333333333333,0.7069219440353461,1,0.0625
143,604982,Ruben Loftus-Cheek,1387,18,41,1,0,0,15.411111111111111,1.1679884643114635,1,0.05555555555555555
144,609755,Kalvin Phillips,1595,33,19,4,0,0,17.72222222222222,1.8620689655172415,4,0.12121212121212122
145,610184,Emiliano Buendia,1901,17,44,1,0,0,21.122222222222224,0.8048395581273013,1,0.058823529411764705
146,612150,Dominic Calvert-Lewin,1285,17,16,2,0,0,14.277777777777779,1.1906614785992218,2,0.11764705882352941
147,614006,Ruben Dias,2403,27,9,5,0,0,26.7,1.0112359550561798,5,0.18518518518518517
148,620026,Hee-Chan Hwang,1819,29,42,2,0,0,20.211111111111112,1.434854315557999,2,0.06896551724137931
149,620618,Rodrigo Bentancur,1365,22,13,5,0,0,15.166666666666666,1.4505494505494505,5,0.22727272727272727
150,628201,Robin Koch,1574,22,10,3,0,0,17.488888888888887,1.2579415501905973,3,0.13636363636363635
151,637746,Odsonne Edouard,1567,25,6,4,0,0,17.41111111111111,1.4358647096362476,4,0.16
152,643533,Davinson Sánchez,1626,16,11,4,0,0,18.066666666666666,0.8856088560885609,4,0.25
153,643709,Kelechi Iheanacho,1259,17,11,1,0,0,13.988888888888889,1.215250198570294,1,0.058823529411764705
154,644459,Patson Daka,1161,17,14,2,0,0,12.9,1.317829457364341,2,0.11764705882352941
155,650616,Mathias Jensen,1600,19,6,0,0,0,17.77777777777778,1.0687499999999999,0,0.0
156,654096,Declan Rice,3178,28,11,8,0,0,35.31111111111111,0.7929515418502203,8,0.2857142857142857
157,654908, Richarlison,2526,36,68,9,0,0,28.066666666666666,1.2826603325415677,9,0.25
158,660165,Milot Rashica,2236,23,47,0,0,0,24.844444444444445,0.9257602862254025,0,0.0
159,660462,Pierre Lees-Melou,2270,35,23,5,0,0,25.22222222222222,1.3876651982378856,5,0.14285714285714285
160,662936,Ben Godfrey,2031,17,12,6,0,0,22.566666666666666,0.7533234859675036,6,0.35294117647058826
161,664444,Takehiro Tomiyasu,1682,16,13,2,0,0,18.68888888888889,0.8561236623067776,2,0.125
162,66578,Teemu Pukki,3260,31,25,4,0,0,36.22222222222222,0.8558282208588958,4,0.12903225806451613
163,670009,Dimitrios Giannoulis,1166,16,22,2,0,0,12.955555555555556,1.234991423670669,2,0.125
164,673937,Sergi Canos,2094,28,15,6,0,1,23.266666666666666,1.2034383954154728,8,0.2857142857142857
165,675088, Rodri,2887,43,20,5,0,0,32.077777777777776,1.3404918600623486,5,0.11627906976744186
166,683450,Pablo Fornals,2799,24,28,4,0,0,31.1,0.7717041800643086,4,0.16666666666666666
167,688273,Vitaly Janelt,2307,26,25,3,0,0,25.633333333333333,1.0143042912873863,3,0.11538461538461539
168,688295,Christian Pulisic,1286,15,31,2,0,0,14.28888888888889,1.0497667185069983,2,0.13333333333333333
169,690516,Ademola Lookman,1457,27,33,2,0,0,16.18888888888889,1.6678105696636925,2,0.07407407407407407
170,696679, Raphinha,2922,40,47,7,0,0,32.46666666666667,1.2320328542094454,7,0.175
171,706297,Jean-Philippe Mateta,1148,16,7,2,0,0,12.755555555555556,1.254355400696864,2,0.125
172,710159,Ezri Konsa,2481,18,36,4,1,1,27.566666666666666,0.652962515114873,8,0.4444444444444444
173,717176,Daniel James,2500,31,38,7,1,0,27.77777777777778,1.1159999999999999,9,0.2903225806451613
174,724306,Yves Bissouma,2116,30,19,10,0,0,23.511111111111113,1.275992438563327,10,0.3333333333333333
175,724436,Sergio Reguilon,1922,22,24,4,0,0,21.355555555555554,1.0301768990634756,4,0.18181818181818182
176,72518,Juraj Kucka,1923,46,49,3,0,1,21.366666666666667,2.152886115444618,5,0.10869565217391304
177,72541,César Azpilicueta,2074,25,5,3,0,0,23.044444444444444,1.0848601735776278,3,0.12
178,729731,Matty Cash,3380,38,38,8,0,0,37.55555555555556,1.0118343195266273,8,0.21052631578947367
179,734042,Kyle Walker-Peters,2632,27,47,5,0,0,29.244444444444444,0.9232522796352584,5,0.18518518518518517
180,743192,Junior Firpo,1715,39,15,11,0,0,19.055555555555557,2.0466472303206995,11,0.28205128205128205
181,749736,Kai Havertz,1810,40,25,3,0,0,20.11111111111111,1.988950276243094,3,0.075
182,750032,Mason Mount,2364,30,23,4,0,0,26.266666666666666,1.1421319796954315,4,0.13333333333333333
183,751550,Diogo Dalot,1799,18,4,4,0,0,19.988888888888887,0.9005002779321847,4,0.2222222222222222
184,751649,Jack Harrison,2648,29,23,3,0,0,29.42222222222222,0.9856495468277946,3,0.10344827586206896
185,760320,Aaron Wan-Bissaka,1794,15,13,2,0,0,19.933333333333334,0.7525083612040133,2,0.13333333333333333
186,760359,Harvey Barnes,2105,19,20,2,0,0,23.38888888888889,0.8123515439429929,2,0.10526315789473684
187,769673,Emmanuel Dennis,2589,59,40,7,0,1,28.766666666666666,2.0509849362688297,9,0.15254237288135594
188,771294,Ismaila Sarr,1864,17,47,2,0,0,20.711111111111112,0.8208154506437768,2,0.11764705882352941
189,773991,Ryan Sessegnon,1052,19,7,2,0,0,11.688888888888888,1.6254752851711027,2,0.10526315789473684
190,776151,Ben White,2880,19,27,3,0,0,32.0,0.59375,3,0.15789473684210525
191,77690,Seamus Coleman,2658,14,17,4,0,0,29.533333333333335,0.47404063205417607,4,0.2857142857142857
192,787350,Douglas Luiz,2720,37,41,7,0,0,30.22222222222222,1.224264705882353,7,0.1891891891891892
193,789066,Cristian Romero,1846,28,15,8,0,0,20.511111111111113,1.3651137594799565,8,0.2857142857142857
194,793907,Trevoh Chalobah,1449,19,14,2,0,0,16.1,1.1801242236024843,2,0.10526315789473684
195,795179, Gabriel,3068,23,38,6,0,1,34.08888888888889,0.6747066492829205,8,0.34782608695652173
196,796974,Pascal Struijk,2051,25,8,6,1,0,22.788888888888888,1.0970258410531448,8,0.32
197,797908,Emerson Royal,2289,28,45,5,0,0,25.433333333333334,1.1009174311926606,5,0.17857142857142858
198,803343,Mads Roerslev,1233,18,8,1,0,0,13.7,1.3138686131386863,1,0.05555555555555555
199,807729,Reece James,1865,20,31,4,1,0,20.72222222222222,0.96514745308311,6,0.3
200,815006,Phil Foden,2133,15,23,1,0,0,23.7,0.6329113924050633,1,0.06666666666666667
201,815465,Romain Perraud,1625,31,16,3,0,0,18.055555555555557,1.7169230769230768,3,0.0967741935483871
202,820024,Sean Longstaff,1461,14,17,1,0,0,16.233333333333334,0.8624229979466118,1,0.07142857142857142
203,831489,Alexis Mac Allister,2116,30,39,4,0,0,23.511111111111113,1.275992438563327,4,0.13333333333333333
204,843099,Scott McTominay,2392,55,33,9,0,0,26.57777777777778,2.0693979933110365,9,0.16363636363636364
205,844425,Marc Guehi,3223,14,34,4,0,0,35.81111111111111,0.39094011790257527,4,0.2857142857142857
206,856685,Frank Onyeka,1050,33,25,4,0,0,11.666666666666666,2.8285714285714287,4,0.12121212121212122
207,860975,Joseph Willock,2042,34,26,0,0,0,22.68888888888889,1.4985308521057785,0,0.0
208,865931,Max Kilman,2688,17,11,3,0,0,29.866666666666667,0.5691964285714286,3,0.17647058823529413
209,873014,Oliver Skipp,1348,16,16,6,0,0,14.977777777777778,1.0682492581602374,6,0.375
210,873289,Marc Cucurella,3092,28,30,6,0,0,34.355555555555554,0.815006468305304,6,0.21428571428571427
211,882401,Boubakary Soumaré,1100,16,17,0,0,0,12.222222222222221,1.309090909090909,0,0.0
212,886016,Kiernan Dewsbury-Hall,2105,20,29,4,0,0,23.38888888888889,0.8551068883610451,4,0.2
213,891855,Jakub Moder,1702,19,11,2,0,0,18.91111111111111,1.0047003525264395,2,0.10526315789473684
214,906937,Anthony Gordon,2284,25,64,4,0,0,25.377777777777776,0.9851138353765324,4,0.16
215,916332,Luke Thomas,1912,15,16,2,0,0,21.244444444444444,0.7060669456066946,2,0.13333333333333333
216,923312,Bryan Mbeumo,2915,20,38,4,0,0,32.388888888888886,0.6174957118353346,4,0.2
217,933845,Rayan Ait Nouri,1827,14,20,4,0,0,20.3,0.689655172413793,4,0.2857142857142857
218,935379,Dejan Kulusevski,1265,20,15,3,0,0,14.055555555555555,1.4229249011857708,3,0.15
219,938247,Mohammed Salisu,2972,38,7,8,0,1,33.022222222222226,1.1507402422611035,10,0.2631578947368421
220,939542,Dwight McNeil,3112,16,36,1,0,0,34.577777777777776,0.46272493573264784,1,0.0625
221,942549,Billy Gilmour,1858,28,21,2,0,0,20.644444444444446,1.356297093649085,2,0.07142857142857142
222,94550,Moussa Sissoko,3221,35,11,5,0,0,35.78888888888889,0.9779571561626823,5,0.14285714285714285
223,950473,Mason Greenwood,1278,15,16,1,0,0,14.2,1.0563380281690142,1,0.06666666666666667
224,955139,Tariq Lamptey,1556,27,50,4,0,0,17.288888888888888,1.5616966580976865,4,0.14814814814814814
225,956621,Max Aarons,2882,27,52,8,0,0,32.022222222222226,0.8431644691186675,8,0.2962962962962963
226,957118,Nuno Tavares,1170,23,13,2,0,0,13.0,1.7692307692307692,2,0.08695652173913043
227,961306,Nathan Collins,1669,20,12,2,1,0,18.544444444444444,1.078490113840623,4,0.2
228,961995,Bukayo Saka,2991,39,59,6,0,0,33.233333333333334,1.173520561685055,6,0.15384615384615385
229,966027,Conor Gallagher,2851,65,65,10,0,0,31.677777777777777,2.051911609961417,10,0.15384615384615385
230,993022,Imran Louza,1419,24,13,6,0,0,15.766666666666667,1.522198731501057,6,0.25
