,season,date,league_id,league,team1,team2,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,score1,score2,xg1,xg2,nsxg1,nsxg2,adj_score1,adj_score2
4173,2022,2022-09-11,1869,Spanish Primera Division,Getafe,Real Sociedad,60.69,75.23,0.2749,0.4267,0.2984,0.98,1.3,39.0,44.0,2.0,1.0,1.11,1.51,0.34,1.46,2.1,1.05
4187,2022,2022-09-11,1843,French Ligue 1,AS Monaco,Lyon,69.72,73.46,0.3982,0.3634,0.2385,1.66,1.58,49.3,64.0,2.0,1.0,1.6,2.52,0.96,2.8,2.1,1.05
4188,2022,2022-09-11,1854,Italy Serie A,Juventus,Salernitana,69.95,49.05,0.6402,0.1379,0.2219,1.89,0.74,43.9,34.2,2.0,2.0,2.3,1.78,1.88,0.75,2.1,2.1
4192,2022,2022-09-11,1869,Spanish Primera Division,Real Betis,Villarreal,71.82,79.29,0.3354,0.3958,0.2688,1.33,1.47,49.5,65.6,1.0,0.0,1.57,2.96,1.18,2.21,1.05,0.0
4210,2022,2022-09-12,1854,Italy Serie A,Empoli,AS Roma,50.08,71.89,0.206,0.5421,0.2519,0.93,1.67,39.4,54.3,1.0,2.0,1.41,3.87,1.83,1.42,1.05,2.1
4213,2022,2022-09-12,1869,Spanish Primera Division,Almeria,Osasuna,59.91,67.82,0.3697,0.3408,0.2894,1.27,1.21,36.1,26.6,0.0,1.0,0.21,2.21,0.92,1.35,0.0,1.05
4340,2022,2022-09-16,1845,German Bundesliga,Mainz,Hertha Berlin,67.72,61.25,0.5076,0.2206,0.2718,1.53,0.91,28.7,31.2,1.0,1.0,0.61,0.37,1.31,0.64,1.05,1.05
4342,2022,2022-09-16,1854,Italy Serie A,Salernitana,Lecce,49.9,52.66,0.3973,0.315,0.2877,1.27,1.09,38.3,42.3,1.0,2.0,1.18,1.16,1.86,0.92,1.05,2.1
4344,2022,2022-09-16,2411,Barclays Premier League,Nottingham Forest,Fulham,54.98,61.45,0.3732,0.3563,0.2704,1.25,1.22,45.3,34.9,2.0,3.0,1.68,1.49,0.74,1.15,2.1,3.15
4345,2022,2022-09-16,2411,Barclays Premier League,Aston Villa,Southampton,70.24,64.15,0.4926,0.2594,0.248,1.6,1.09,25.3,28.5,1.0,0.0,1.18,0.34,1.25,0.49,1.05,0.0
4346,2022,2022-09-16,1869,Spanish Primera Division,Real Valladolid,Cadiz,57.32,55.51,0.4597,0.2585,0.2818,1.45,1.02,43.9,46.0,0.0,1.0,2.12,0.66,1.46,1.02,0.0,1.05
4348,2022,2022-09-16,1843,French Ligue 1,Auxerre,Lorient,48.64,55.24,0.4056,0.3238,0.2706,1.38,1.2,45.9,16.4,1.0,3.0,2.33,3.29,1.74,1.38,1.05,3.15
4366,2022,2022-09-17,2411,Barclays Premier League,Wolverhampton,Manchester City,67.59,92.7,0.0998,0.7353,0.1649,0.74,2.36,25.6,77.7,0.0,3.0,0.34,1.49,0.6,2.01,0.0,2.94
4373,2022,2022-09-17,1869,Spanish Primera Division,Mallorca,Almeria,58.65,58.49,0.4394,0.2766,0.2841,1.41,1.06,38.8,38.2,1.0,0.0,0.95,0.33,0.47,0.6,1.05,0.0
4377,2022,2022-09-17,1854,Italy Serie A,Bologna,Empoli,54.83,49.91,0.4602,0.2745,0.2652,1.52,1.11,32.3,41.2,0.0,1.0,1.81,1.57,1.54,1.32,0.0,1.05
4384,2022,2022-09-17,1845,German Bundesliga,Bayer Leverkusen,Werder Bremen,75.25,62.28,0.6107,0.1643,0.225,1.96,0.91,39.9,25.9,1.0,1.0,1.87,1.96,2.33,1.25,1.05,1.05
4385,2022,2022-09-17,1845,German Bundesliga,Borussia Dortmund,Schalke 04,79.93,59.08,0.7128,0.1015,0.1857,2.24,0.71,69.9,36.2,1.0,0.0,2.3,0.13,1.91,0.62,1.05,0.0
4386,2022,2022-09-17,1845,German Bundesliga,FC Augsburg,Bayern Munich,56.57,92.88,0.0699,0.8011,0.129,0.8,2.96,36.4,61.3,1.0,0.0,2.23,2.16,1.07,4.38,1.05,0.0
4387,2022,2022-09-17,1845,German Bundesliga,VfB Stuttgart,Eintracht Frankfurt,66.93,69.02,0.4096,0.3136,0.2768,1.4,1.19,21.6,34.4,1.0,3.0,1.09,1.27,1.37,0.97,1.05,2.69
4410,2022,2022-09-17,2411,Barclays Premier League,Newcastle,AFC Bournemouth,73.17,54.41,0.6148,0.1585,0.2267,1.78,0.77,20.7,44.9,1.0,1.0,1.54,0.98,2.14,0.47,1.05,1.05
4431,2022,2022-09-17,1869,Spanish Primera Division,Barcelona,Elche,87.92,54.0,0.8455,0.0405,0.114,2.85,0.5,58.7,39.5,3.0,0.0,4.76,0.01,3.27,0.07,2.52,0.0
4435,2022,2022-09-17,1843,French Ligue 1,Montpellier,Strasbourg,53.83,66.35,0.341,0.3939,0.2651,1.28,1.4,38.2,21.3,2.0,1.0,2.03,0.85,0.95,1.21,2.1,1.05
4442,2022,2022-09-17,1854,Italy Serie A,Spezia,Sampdoria,47.42,52.87,0.3682,0.3511,0.2807,1.26,1.22,48.5,43.7,2.0,1.0,1.13,1.11,1.58,1.05,2.1,1.05
4447,2022,2022-09-17,2411,Barclays Premier League,Tottenham Hotspur,Leicester City,81.87,67.43,0.6422,0.1584,0.1994,2.1,0.93,60.9,31.7,6.0,2.0,2.45,1.78,1.6,1.18,5.48,2.1
4449,2022,2022-09-17,1869,Spanish Primera Division,Valencia,Celta Vigo,70.11,69.7,0.4409,0.277,0.282,1.43,1.08,23.2,27.0,3.0,0.0,1.99,0.65,1.0,1.06,2.08,0.0
4451,2022,2022-09-17,1845,German Bundesliga,Borussia Monchengladbach,RB Leipzig,70.06,78.02,0.3439,0.3983,0.2578,1.42,1.54,50.3,66.6,3.0,0.0,2.96,1.45,1.72,1.74,3.15,0.0
4475,2022,2022-09-17,1854,Italy Serie A,Torino,Sassuolo,63.63,59.96,0.4567,0.2768,0.2665,1.5,1.11,26.7,16.6,0.0,1.0,0.64,0.49,0.86,0.57,0.0,1.05
4478,2022,2022-09-17,1843,French Ligue 1,Lille,Toulouse,68.46,53.51,0.6069,0.167,0.2261,1.87,0.87,35.5,36.1,2.0,1.0,1.11,0.95,1.12,0.87,2.1,1.05
4479,2022,2022-09-17,1869,Spanish Primera Division,Athletic Bilbao,Rayo Vallecano,74.64,62.93,0.5936,0.1566,0.2498,1.73,0.75,46.2,17.7,3.0,2.0,2.54,0.68,0.89,1.47,3.15,2.1
4513,2022,2022-09-18,1854,Italy Serie A,Udinese,Internazionale,63.23,80.52,0.2299,0.5428,0.2273,1.2,1.96,42.3,55.7,3.0,1.0,1.4,1.03,1.22,1.69,2.63,1.05
4516,2022,2022-09-18,2411,Barclays Premier League,Brentford,Arsenal,69.8,80.58,0.284,0.4854,0.2306,1.31,1.78,23.2,61.6,0.0,3.0,0.56,1.26,0.99,1.62,0.0,3.15
4517,2022,2022-09-18,1843,French Ligue 1,Reims,AS Monaco,57.27,68.35,0.3221,0.4253,0.2526,1.33,1.56,32.1,43.0,0.0,3.0,0.3,2.01,0.31,2.47,0.0,1.77
4525,2022,2022-09-18,1869,Spanish Primera Division,Osasuna,Getafe,69.39,60.89,0.5253,0.1885,0.2862,1.45,0.75,32.7,33.5,0.0,2.0,1.35,1.14,1.16,0.73,0.0,1.78
4531,2022,2022-09-18,1843,French Ligue 1,Clermont Foot,Troyes,50.34,53.6,0.4162,0.3146,0.2691,1.4,1.19,40.5,34.5,1.0,3.0,1.39,1.52,0.88,0.42,1.05,2.82
4533,2022,2022-09-18,1843,French Ligue 1,Marseille,Stade Rennes,71.29,72.09,0.4502,0.288,0.2618,1.51,1.16,71.4,56.0,1.0,1.0,1.18,0.77,1.66,1.04,1.05,1.05
4535,2022,2022-09-18,1854,Italy Serie A,Cremonese,Lazio,50.21,68.17,0.2391,0.5156,0.2453,1.11,1.74,37.4,47.1,0.0,4.0,1.2,3.8,1.78,1.28,0.0,3.98
4536,2022,2022-09-18,1843,French Ligue 1,Nice,Angers,63.54,52.61,0.5315,0.2062,0.2624,1.55,0.86,21.5,43.2,0.0,1.0,0.94,1.95,0.97,1.59,0.0,0.84
4537,2022,2022-09-18,1854,Italy Serie A,Fiorentina,Verona,66.27,59.77,0.4888,0.2448,0.2664,1.53,1.0,23.7,17.2,2.0,0.0,2.8,0.68,0.86,0.94,1.58,0.0
4538,2022,2022-09-18,1843,French Ligue 1,Brest,AC Ajaccio,52.64,51.38,0.4702,0.2608,0.2691,1.47,1.02,46.9,43.8,0.0,1.0,0.81,0.63,1.25,0.4,0.0,1.05
4539,2022,2022-09-18,1854,Italy Serie A,Monza,Juventus,48.35,68.05,0.2387,0.5005,0.2609,1.01,1.58,41.6,35.5,1.0,0.0,2.56,1.3,1.22,1.62,0.84,0.0
4543,2022,2022-09-18,2411,Barclays Premier League,Everton,West Ham United,63.99,70.99,0.3723,0.3589,0.2688,1.26,1.23,39.8,23.3,1.0,0.0,0.37,0.8,0.95,0.94,1.05,0.0
4544,2022,2022-09-18,1845,German Bundesliga,1. FC Union Berlin,VfL Wolfsburg,70.72,66.4,0.5143,0.2099,0.2757,1.5,0.85,61.9,23.0,2.0,0.0,1.22,0.27,1.27,0.23,1.92,0.0
4556,2022,2022-09-18,1869,Spanish Primera Division,Villarreal,Sevilla FC,79.66,67.47,0.6334,0.1456,0.221,2.0,0.84,66.2,23.9,1.0,1.0,2.14,0.52,1.15,0.82,1.05,1.05
4562,2022,2022-09-18,1843,French Ligue 1,Nantes,Lens,56.88,68.14,0.3158,0.4272,0.257,1.27,1.52,31.6,51.3,0.0,0.0,0.84,0.98,0.88,1.28,0.0,0.0
4567,2022,2022-09-18,1845,German Bundesliga,VfL Bochum,FC Cologne,55.65,69.74,0.309,0.4326,0.2584,1.31,1.59,41.7,37.7,1.0,1.0,0.18,1.62,0.48,2.5,1.05,1.05
4573,2022,2022-09-18,1854,Italy Serie A,AS Roma,Atalanta,72.46,72.98,0.419,0.316,0.265,1.47,1.24,70.4,66.3,0.0,1.0,3.27,0.17,2.01,0.42,0.0,1.05
4580,2022,2022-09-18,1869,Spanish Primera Division,Real Sociedad,Espanyol,73.92,60.95,0.5885,0.1646,0.2469,1.76,0.81,41.3,28.3,2.0,1.0,2.29,1.27,1.47,1.37,2.1,1.05
4581,2022,2022-09-18,1869,Spanish Primera Division,Real Betis,Girona FC,70.68,60.59,0.5707,0.1773,0.252,1.73,0.84,46.7,25.2,2.0,1.0,1.54,1.29,0.43,1.27,2.1,1.05
4590,2022,2022-09-18,1845,German Bundesliga,TSG Hoffenheim,SC Freiburg,69.59,71.98,0.4222,0.3256,0.2522,1.64,1.42,55.5,61.4,0.0,0.0,0.84,0.79,1.33,1.84,0.0,0.0
4594,2022,2022-09-18,1854,Italy Serie A,AC Milan,Napoli,79.01,80.51,0.3957,0.3419,0.2624,1.45,1.33,81.2,89.0,1.0,2.0,2.59,1.13,3.03,0.77,1.05,2.1
4595,2022,2022-09-18,1843,French Ligue 1,Lyon,Paris Saint-Germain,74.01,90.42,0.2357,0.559,0.2054,1.42,2.25,63.5,41.1,0.0,1.0,1.19,1.74,2.18,2.08,0.0,1.05
4600,2022,2022-09-18,1869,Spanish Primera Division,Atletico Madrid,Real Madrid,79.14,87.09,0.3106,0.4455,0.2439,1.47,1.8,61.0,78.1,1.0,2.0,1.06,1.26,1.11,0.2,1.05,2.1
4731,2022,2022-09-30,1845,German Bundesliga,Bayern Munich,Bayer Leverkusen,92.17,74.44,0.758,0.0941,0.1479,2.82,0.92,74.5,43.4,4.0,0.0,2.01,1.24,3.69,0.59,3.84,0.0
4735,2022,2022-09-30,1843,French Ligue 1,Angers,Marseille,54.5,71.29,0.2642,0.4689,0.2669,1.04,1.48,40.1,57.7,0.0,3.0,1.24,2.0,0.82,1.52,0.0,3.15
4738,2022,2022-09-30,1869,Spanish Primera Division,Athletic Bilbao,Almeria,74.11,58.59,0.6145,0.1446,0.241,1.79,0.73,43.7,38.1,4.0,0.0,2.14,0.46,1.68,0.75,3.84,0.0
4762,2022,2022-10-01,2411,Barclays Premier League,Arsenal,Tottenham Hotspur,81.54,81.7,0.4369,0.3247,0.2384,1.64,1.38,67.5,66.0,3.0,1.0,2.27,1.57,2.61,0.59,2.94,1.05
4765,2022,2022-10-01,1869,Spanish Primera Division,Cadiz,Villarreal,55.77,79.33,0.1917,0.5662,0.2421,0.97,1.84,43.8,57.4,0.0,0.0,1.16,1.57,0.62,0.85,0.0,0.0
4775,2022,2022-10-01,1854,Italy Serie A,Napoli,Torino,79.83,63.15,0.6597,0.1238,0.2165,1.92,0.68,69.7,23.6,3.0,1.0,1.2,0.88,1.07,1.52,3.15,1.05
4777,2022,2022-10-01,1845,German Bundesliga,SC Freiburg,Mainz,72.55,67.54,0.5265,0.2134,0.2601,1.64,0.95,57.9,32.9,2.0,1.0,2.15,1.96,2.22,1.75,2.1,1.05
4778,2022,2022-10-01,1845,German Bundesliga,Eintracht Frankfurt,1. FC Union Berlin,69.74,71.62,0.4076,0.2973,0.2951,1.27,1.04,48.8,68.5,2.0,0.0,1.26,1.05,1.17,1.75,2.1,0.0
4779,2022,2022-10-01,1845,German Bundesliga,FC Cologne,Borussia Dortmund,70.86,80.2,0.3241,0.4168,0.259,1.35,1.57,47.3,61.7,3.0,2.0,2.02,2.85,1.57,2.42,3.13,2.1
4780,2022,2022-10-01,1845,German Bundesliga,RB Leipzig,VfL Bochum,76.39,54.67,0.6945,0.1135,0.192,2.22,0.77,52.0,37.5,4.0,0.0,4.23,0.13,1.78,0.37,3.82,0.0
4781,2022,2022-10-01,1845,German Bundesliga,VfL Wolfsburg,VfB Stuttgart,65.69,66.12,0.4395,0.2852,0.2753,1.45,1.12,30.5,26.8,3.0,2.0,1.84,2.38,1.46,1.35,3.15,2.1
4783,2022,2022-10-01,2411,Barclays Premier League,Liverpool,Brighton and Hove Albion,89.02,76.31,0.6412,0.1608,0.1981,2.12,0.96,60.6,64.9,3.0,3.0,2.95,2.15,2.29,1.03,3.15,3.15
4793,2022,2022-10-01,2411,Barclays Premier League,Crystal Palace,Chelsea,70.22,81.29,0.2695,0.4747,0.2558,1.07,1.51,20.6,57.6,1.0,2.0,0.77,1.4,0.48,1.74,1.05,2.1
4799,2022,2022-10-01,2411,Barclays Premier League,Southampton,Everton,63.89,64.35,0.4363,0.3002,0.2635,1.41,1.12,37.8,36.2,1.0,2.0,2.24,2.01,2.19,1.6,1.05,2.1
4805,2022,2022-10-01,2411,Barclays Premier League,Fulham,Newcastle,61.68,72.93,0.3242,0.417,0.2588,1.22,1.42,27.6,18.6,1.0,4.0,0.68,4.1,0.74,2.23,1.05,3.36
4812,2022,2022-10-01,2411,Barclays Premier League,AFC Bournemouth,Brentford,54.73,68.79,0.3013,0.4462,0.2525,1.2,1.51,47.1,21.0,0.0,0.0,0.76,1.03,0.92,1.41,0.0,0.0
4831,2022,2022-10-01,1869,Spanish Primera Division,Getafe,Real Valladolid,62.27,57.23,0.4621,0.2456,0.2923,1.38,0.92,30.7,42.4,2.0,3.0,2.65,1.33,1.33,0.92,2.1,3.15
4834,2022,2022-10-01,1843,French Ligue 1,Strasbourg,Stade Rennes,65.48,72.12,0.3516,0.3801,0.2682,1.29,1.35,24.7,47.1,1.0,3.0,1.21,2.34,0.71,1.94,1.05,2.52
4842,2022,2022-10-01,1854,Italy Serie A,Internazionale,AS Roma,79.52,73.47,0.5124,0.2465,0.2412,1.79,1.17,72.8,64.3,1.0,2.0,0.86,1.29,2.03,0.73,1.05,2.1
4848,2022,2022-10-01,1845,German Bundesliga,Werder Bremen,Borussia Monchengladbach,63.07,71.7,0.3244,0.4134,0.2623,1.33,1.53,23.6,53.2,5.0,1.0,2.99,2.39,1.52,1.67,5.19,1.05
4851,2022,2022-10-01,1869,Spanish Primera Division,Sevilla FC,Atletico Madrid,68.0,79.28,0.2729,0.4522,0.2749,1.1,1.5,18.3,65.3,0.0,2.0,0.43,2.37,1.52,2.15,0.0,2.1
4852,2022,2022-10-01,2411,Barclays Premier League,West Ham United,Wolverhampton,71.11,67.2,0.4722,0.2508,0.277,1.35,0.9,28.6,31.6,2.0,0.0,0.93,0.65,0.68,1.32,2.1,0.0
4873,2022,2022-10-01,1854,Italy Serie A,Empoli,AC Milan,50.65,79.68,0.1453,0.6448,0.2099,0.85,2.05,37.8,55.7,1.0,3.0,1.06,2.69,1.32,2.03,1.05,2.63
4875,2022,2022-10-01,1843,French Ligue 1,Paris Saint-Germain,Nice,90.36,61.78,0.8246,0.0512,0.1243,2.7,0.54,36.0,18.2,2.0,1.0,0.82,0.76,1.8,0.37,2.1,1.05
4876,2022,2022-10-01,1869,Spanish Primera Division,Mallorca,Barcelona,59.16,88.66,0.1081,0.7084,0.1834,0.8,2.34,25.4,72.5,0.0,1.0,1.04,0.61,1.35,1.33,0.0,1.05
4912,2022,2022-10-02,1854,Italy Serie A,Lazio,Spezia,69.37,48.01,0.6697,0.1312,0.1992,2.14,0.82,52.1,33.9,4.0,0.0,2.63,1.15,2.07,0.88,3.68,0.0
4914,2022,2022-10-02,1843,French Ligue 1,Lorient,Lille,56.16,67.97,0.3192,0.422,0.2588,1.27,1.5,24.5,35.7,2.0,1.0,0.5,2.22,0.73,2.67,2.1,0.84
4925,2022,2022-10-02,1869,Spanish Primera Division,Espanyol,Valencia,61.21,70.99,0.3478,0.3736,0.2786,1.29,1.35,32.3,26.3,2.0,2.0,0.74,1.38,0.89,0.94,2.1,2.1
4931,2022,2022-10-02,1854,Italy Serie A,Lecce,Cremonese,52.83,48.74,0.4386,0.2701,0.2913,1.3,0.95,42.0,46.1,1.0,1.0,0.98,1.67,0.64,1.45,1.05,1.05
4933,2022,2022-10-02,1843,French Ligue 1,Troyes,Reims,54.42,55.42,0.4361,0.2964,0.2675,1.44,1.14,37.6,40.5,2.0,2.0,1.89,1.44,2.36,0.72,1.89,2.1
4935,2022,2022-10-02,2411,Barclays Premier League,Manchester City,Manchester United,92.98,75.94,0.7386,0.1028,0.1586,2.48,0.82,77.9,58.6,6.0,3.0,3.2,1.71,2.82,0.71,6.25,3.15
4936,2022,2022-10-02,1854,Italy Serie A,Sampdoria,Monza,52.2,49.73,0.4441,0.2795,0.2764,1.41,1.06,47.5,45.7,0.0,3.0,0.14,1.15,0.92,1.07,0.0,2.63
4937,2022,2022-10-02,1843,French Ligue 1,Toulouse,Montpellier,54.1,54.75,0.4491,0.2953,0.2556,1.56,1.22,40.0,28.1,4.0,2.0,1.43,1.84,1.52,1.82,4.2,1.89
4938,2022,2022-10-02,1854,Italy Serie A,Sassuolo,Salernitana,60.78,49.58,0.5244,0.2357,0.2399,1.8,1.13,15.8,36.3,5.0,0.0,3.38,0.65,1.45,0.96,4.57,0.0
4939,2022,2022-10-02,1843,French Ligue 1,Auxerre,Brest,47.27,52.26,0.3996,0.3371,0.2633,1.42,1.29,47.6,45.1,1.0,1.0,1.22,0.71,0.95,0.94,1.05,0.84
4941,2022,2022-10-02,1843,French Ligue 1,AC Ajaccio,Clermont Foot,52.06,49.51,0.465,0.2516,0.2834,1.36,0.92,51.1,45.5,1.0,3.0,1.34,1.27,1.2,0.95,1.05,2.63
4943,2022,2022-10-02,1845,German Bundesliga,Hertha Berlin,TSG Hoffenheim,61.72,69.33,0.3444,0.3833,0.2723,1.31,1.39,34.5,45.0,1.0,1.0,0.98,1.65,0.65,1.39,1.05,1.05
4950,2022,2022-10-02,1869,Spanish Primera Division,Celta Vigo,Real Betis,68.89,69.87,0.4033,0.3128,0.2839,1.36,1.17,22.4,46.2,1.0,0.0,0.72,0.91,0.58,0.88,1.05,0.0
4960,2022,2022-10-02,1843,French Ligue 1,AS Monaco,Nantes,70.2,56.9,0.6153,0.1656,0.2191,1.95,0.9,50.1,30.5,4.0,1.0,2.35,0.44,0.92,0.71,4.2,1.05
4962,2022,2022-10-02,1845,German Bundesliga,Schalke 04,FC Augsburg,59.01,58.1,0.4573,0.2657,0.277,1.46,1.05,44.7,37.2,2.0,3.0,2.27,1.35,1.75,1.21,2.1,3.15
4964,2022,2022-10-02,2411,Barclays Premier League,Leeds United,Aston Villa,64.72,70.97,0.3857,0.3572,0.2571,1.38,1.32,28.6,21.3,0.0,0.0,0.3,2.18,0.68,1.7,0.0,0.0
4968,2022,2022-10-02,1854,Italy Serie A,Atalanta,Fiorentina,71.99,67.09,0.5109,0.2267,0.2624,1.57,0.95,69.9,31.9,1.0,0.0,1.53,0.74,0.95,1.61,1.05,0.0
4970,2022,2022-10-02,1869,Spanish Primera Division,Girona FC,Real Sociedad,61.44,73.49,0.3007,0.4148,0.2845,1.13,1.38,28.4,43.8,3.0,5.0,1.02,2.1,2.02,1.4,3.15,4.88
4982,2022,2022-10-02,1843,French Ligue 1,Lens,Lyon,68.35,74.1,0.3827,0.3658,0.2515,1.49,1.46,61.1,61.4,1.0,0.0,2.96,0.12,1.9,0.07,1.05,0.0
4983,2022,2022-10-02,1854,Italy Serie A,Juventus,Bologna,66.72,54.15,0.5484,0.2023,0.2493,1.69,0.92,27.2,29.3,3.0,0.0,2.28,0.45,1.55,0.25,3.15,0.0
4987,2022,2022-10-02,1869,Spanish Primera Division,Real Madrid,Osasuna,87.07,68.09,0.7441,0.0868,0.1691,2.42,0.7,79.3,33.6,1.0,1.0,2.69,0.53,2.64,0.95,1.05,1.05
